epoch,training_loss,validation_loss
1,2.2820844789123536,nan
2,2.21802414604187,nan
3,2.123330060424805,nan
4,1.9908581302261352,nan
5,1.8261617878723144,1.684111068534851
6,1.642094577178955,nan
7,1.454267612838745,nan
8,1.2788839016342164,nan
9,1.1235517441558838,nan
10,0.9959636738204956,0.8371209762573242
11,0.8895408840370178,nan
12,0.8099534666442871,nan
13,0.7405147709846497,nan
14,0.6904043717384338,nan
15,0.646567013759613,0.5255413700103759
16,0.6081791994476319,nan
17,0.5780441183662415,nan
18,0.5505784023475647,nan
19,0.5278222385406495,nan
20,0.5073431983947754,0.40970215902328494
21,0.4888944926452637,nan
22,0.47167287613868714,nan
23,0.45620190116882325,nan
24,0.4451438254737854,nan
25,0.4343488913631439,0.3510458378791809
26,0.42019777395248414,nan
27,0.40833539196968077,nan
28,0.4018404463195801,nan
29,0.3912743772792816,nan
30,0.3839583502101898,0.31410259160995485
31,0.37488303000450135,nan
32,0.3652458076477051,nan
33,0.35906642718315124,nan
34,0.354565977602005,nan
35,0.3472329268836975,0.28655195298194885
36,0.3404997723007202,nan
37,0.3357555559825897,nan
38,0.32752509899139404,nan
39,0.32114973640441896,nan
40,0.3170919016265869,0.2643821475982666
41,0.3117737520122528,nan
42,0.3098584797859192,nan
43,0.3033146399021149,nan
44,0.2984637458705902,nan
45,0.29385208982467653,0.24533912069797517
46,0.28800727256774905,nan
47,0.28524775855064394,nan
48,0.2803183926773071,nan
49,0.27531318897247314,nan
50,0.26911703563690187,0.22869937629699708
51,0.26704907452583315,nan
52,0.26270934058189394,nan
53,0.2615692063713074,nan
54,0.25459101444244386,nan
55,0.25377911949157717,0.2140329767227173
56,0.2493235296344757,nan
57,0.24366914684295654,nan
58,0.24028494760513305,nan
59,0.24034777690410614,nan
60,0.23406605897426605,0.20057966089248658
61,0.23188081167697908,nan
62,0.2267322875738144,nan
63,0.22525523747444154,nan
64,0.22297393442630767,nan
65,0.22112411001205445,0.18923176834583283
66,0.21459476039409636,nan
