epoch,training_loss,validation_loss
1,2.2987647686767576,nan
2,2.2841076363372803,nan
3,2.2648678646087648,nan
4,2.2380750191497802,nan
5,2.2008844999694825,2.169512319946289
6,2.152188494720459,nan
7,2.0912576475524904,nan
8,2.0185934033584596,nan
9,1.93642569316864,nan
10,1.845010121307373,1.7706753316879273
11,1.7482391651535034,nan
12,1.6453136156463624,nan
13,1.5411667379379272,nan
14,1.4361345449066163,nan
15,1.3323343894958497,1.2356895404815673
16,1.2319837754058838,nan
17,1.1368194552230835,nan
18,1.050338037223816,nan
19,0.9724869530677795,nan
20,0.9023964743804932,0.8091154867172241
21,0.842570045413971,nan
22,0.7914005092811585,nan
23,0.7438124142837524,nan
24,0.7029363656044006,nan
25,0.6679699586105347,0.5852072059631348
26,0.6364447441482544,nan
27,0.610355031414032,nan
28,0.5861539726829529,nan
29,0.5599235408592224,nan
30,0.539741844329834,0.46965590391159057
31,0.5215827574157715,nan
32,0.5003934687423706,nan
33,0.4862498803806305,nan
34,0.47209258724212644,nan
35,0.4569424825382233,0.39869476079940797
36,0.4451790727710724,nan
37,0.4343573377132416,nan
38,0.4261193495845795,nan
39,0.413847642993927,nan
40,0.40546822518348696,0.3531723447799683
41,0.3959677160358429,nan
42,0.38955357887268066,nan
43,0.378472346162796,nan
44,0.3724895032501221,nan
45,0.3654639075469971,0.3216532248973846
46,0.35986324589729307,nan
47,0.3547658278465271,nan
48,0.347598374710083,nan
49,0.34156439412117007,nan
50,0.33724546882629397,0.2996848074913025
51,0.3300327848148346,nan
52,0.3271288295841217,nan
53,0.3221190955066681,nan
54,0.3192342360687256,nan
55,0.3152353040409088,0.2814594674110413
56,0.3074242681121826,nan
57,0.30537351511955263,nan
58,0.3012531151866913,nan
59,0.29763007824897764,nan
60,0.29392217272758486,0.2653482756614685
61,0.2897917579650879,nan
62,0.2854676808166504,nan
63,0.28194123128414156,nan
64,0.2774506567955017,nan
65,0.2763827765083313,0.25157270376682284
66,0.27136687824249267,nan
67,0.2692355775260925,nan
68,0.26500891902923585,nan
69,0.260446712474823,nan
70,0.2597479807376862,0.23840439257621765
71,0.2558245656299591,nan
72,0.2541313244390488,nan
73,0.24991434809207916,nan
74,0.24750989022254943,nan
75,0.24323958337783813,0.22592568757534026
76,0.2408716678905487,nan
77,0.24093915946483613,nan
78,0.23659157663822175,nan
79,0.23352938722133637,nan
80,0.23065524340629578,0.21479496426582337
81,0.2278513134431839,nan
82,0.2272151162481308,nan
83,0.22282397377967836,nan
84,0.22128953807830812,nan
85,0.2177859568166733,0.20481309475898743
86,0.21609621490955352,nan
87,0.21484623852729798,nan
88,0.21119014730930327,nan
89,0.207855952835083,nan
90,0.20635024199962615,0.1954534015417099
91,0.2052616083908081,nan
92,0.20267863306522368,nan
93,0.20053009404659272,nan
94,0.19794483264446258,nan
95,0.19610816274166107,0.18682880623340606
96,0.1938137090587616,nan
97,0.19207322518825531,nan
98,0.19128967469215394,nan
99,0.1880981189775467,nan
100,0.18550080347061157,0.17916337890625
101,0.18433172057628633,nan
102,0.18307570289611816,nan
103,0.18235911808490754,nan
104,0.17928211009979247,0.17350142402648927
105,0.1773519332551956,nan
106,0.17423602172851563,nan
107,0.17493339098930358,nan
108,0.17283358798027038,0.16794761562347413
109,0.17110839997291566,nan
110,0.16970495365142824,nan
111,0.1685298233652115,nan
112,0.16571709228992462,0.1630130954504013
113,0.1647139494895935,nan
114,0.16263692131519317,nan
115,0.16205530647277833,nan
116,0.15906712958335875,0.1581099920988083
117,0.15736782827854157,nan
118,0.15641813698768617,nan
119,0.1553234756565094,nan
120,0.15298289116859437,0.15381550176143646
121,0.1518579339146614,nan
122,0.15066623653888703,nan
123,0.14915459146499635,nan
124,0.14887148525238036,0.14953381977081298
125,0.1467226848077774,nan
126,0.14547915822982788,nan
127,0.14324770166397094,nan
128,0.1435967519569397,0.1459644909143448
129,0.1418681958436966,nan
130,0.13967641287326812,nan
131,0.13827245806455613,nan
132,0.13831472185134888,0.1421324423789978
133,0.13774616453170777,nan
134,0.13561698860645294,nan
135,0.1342954781985283,nan
136,0.1319063829612732,0.13879736077785493
137,0.13334144654273986,nan
138,0.13042060113906861,nan
139,0.13110245381355284,nan
140,0.12907329859018327,0.1357125460624695
141,0.12702257692813873,nan
142,0.1277900786781311,nan
143,0.12727881647348405,nan
144,0.12430274206638336,0.13272817640304566
145,0.12214297721385955,nan
146,0.121549466547966,nan
147,0.1220485332775116,nan
148,0.12085493319034576,0.12932493047714233
149,0.1197812443971634,nan
150,0.1185876397895813,nan
151,0.11711552982330323,nan
152,0.11695598072528839,0.1266896891593933
153,0.11584861815690994,nan
154,0.1146582357263565,nan
155,0.11325016827583313,nan
156,0.11239959776878357,0.12422985495328903
157,0.1125494703912735,nan
158,0.11138768738746643,nan
159,0.10974812593460083,nan
160,0.10952376982927323,0.12200265836715699
161,0.10870345522880555,nan
162,0.10628661594867707,nan
163,0.10733631414175034,nan
164,0.10834447239637375,0.11950770868062972
165,0.10554921833992005,nan
166,0.10416494510650635,nan
167,0.10359445034265519,nan
168,0.10295714018821717,0.11723257857561112
169,0.10264143673896789,nan
170,0.10190228825807571,nan
171,0.10066669736623764,nan
172,0.09948597772836686,0.1152965070605278
173,0.0998723795747757,nan
174,0.09814051059484481,nan
175,0.09613311404943466,nan
176,0.09709900020599366,0.11317854650020599
177,0.09560089536190033,nan
178,0.09489627290725708,nan
179,0.0951976089477539,nan
180,0.09346555385351181,0.11147601525783539
181,0.09234099185466767,nan
182,0.09375549459218979,nan
183,0.09020388478040695,nan
184,0.09137198881149292,0.10919455845355988
185,0.09190732113838196,nan
186,0.09015030096292495,nan
187,0.08988523071527481,nan
188,0.08805202700138091,0.10785054633617401
189,0.08797216005325317,nan
190,0.0882400332903862,nan
191,0.08869701605319977,nan
192,0.08550591772556305,0.10558489750623704
193,0.08534217239141464,nan
194,0.08693065612077713,nan
195,0.08576188649892807,nan
196,0.08374203329563142,0.10420923258066177
197,0.08368296145439148,nan
198,0.0831741296505928,nan
199,0.0823119903922081,nan
200,0.08103936128854751,0.10304374322891235
201,0.07962650418758392,nan
202,0.07971276445865631,nan
203,0.07961175857067108,nan
204,0.07867634668827057,0.10162350162267685
205,0.0786924015879631,nan
206,0.07703368373036384,nan
207,0.07654342792749405,nan
208,0.0761297858262062,0.10015606734752655
209,0.07733643389463425,nan
210,0.07667221838474274,nan
211,0.07599316883802414,nan
212,0.07475670329332351,0.09878905493021012
213,0.07352709122061729,nan
214,0.07394357195854187,nan
215,0.07350813709497452,nan
216,0.0717990839254856,0.09767937605381012
217,0.07208547449827195,nan
218,0.07125141392946244,nan
219,0.07095621992588043,nan
220,0.07187761476516724,0.09634478061199188
221,0.07105306484222412,nan
222,0.07030031373977662,nan
223,0.0681551582312584,nan
224,0.06898342678308488,0.09535692183971405
225,0.06711222066640854,nan
226,0.06771210693001747,nan
227,0.0668622131228447,nan
228,0.06679601543664933,0.09423335468769073
229,0.06612247344017029,nan
