target_arch,source_arch,seed,test_loss
mlp_2x_256x128_do0.1_a0.015,mlp_3x_192x192x128_do0.3_a0.015,4,0.07485374205112458
mlp_2x_256x128_do0.1_a0.015,mlp_3x_192x192x128_do0.3_a0.015,5,0.07237855405807495
mlp_2x_256x128_do0.1_a0.015,mlp_3x_192x192x128_do0.3_a0.045,1,0.07379138979911805
mlp_2x_256x128_do0.1_a0.015,mlp_3x_192x192x128_do0.3_a0.045,2,0.07094205312728882
mlp_2x_256x128_do0.1_a0.015,mlp_3x_192x192x128_do0.3_a0.045,3,0.07328637337684632
mlp_2x_256x128_do0.1_a0.015,mlp_3x_192x192x128_do0.3_a0.045,4,0.07235761303901672
mlp_2x_256x128_do0.1_a0.015,mlp_3x_192x192x128_do0.3_a0.045,5,0.07166028151512147
mlp_2x_256x128_do0.1_a0.015,mlp_4x_128x128x128x128_do0.1_a0.015,1,0.07379138979911805
mlp_2x_256x128_do0.1_a0.015,mlp_4x_128x128x128x128_do0.1_a0.015,2,0.07094205312728882
mlp_2x_256x128_do0.1_a0.015,mlp_4x_128x128x128x128_do0.1_a0.015,3,0.07328637337684632
mlp_2x_256x128_do0.1_a0.015,mlp_4x_128x128x128x128_do0.1_a0.015,4,0.07235761303901672
mlp_2x_256x128_do0.1_a0.015,mlp_4x_128x128x128x128_do0.1_a0.015,5,0.07166028151512147
mlp_2x_256x128_do0.1_a0.015,mlp_4x_128x128x128x128_do0.1_a0.045,1,0.07183317770957946
mlp_2x_256x128_do0.1_a0.015,mlp_4x_128x128x128x128_do0.1_a0.045,2,0.07239828643798828
mlp_2x_256x128_do0.1_a0.015,mlp_4x_128x128x128x128_do0.1_a0.045,3,0.07333791522979737
mlp_2x_256x128_do0.1_a0.015,mlp_4x_128x128x128x128_do0.1_a0.045,4,0.07509929866790771
mlp_2x_256x128_do0.1_a0.015,mlp_4x_128x128x128x128_do0.1_a0.045,5,0.07408093938827515
mlp_2x_256x128_do0.1_a0.015,mlp_4x_128x128x128x128_do0.3_a0.015,1,0.07379138979911805
mlp_2x_256x128_do0.1_a0.015,mlp_4x_128x128x128x128_do0.3_a0.015,2,0.07094205312728882
mlp_2x_256x128_do0.1_a0.015,mlp_4x_128x128x128x128_do0.3_a0.015,3,0.07328637337684632
mlp_2x_256x128_do0.1_a0.015,mlp_4x_128x128x128x128_do0.3_a0.015,4,0.07235761303901672
mlp_2x_256x128_do0.1_a0.015,mlp_4x_128x128x128x128_do0.3_a0.015,5,0.07166028151512147
mlp_2x_256x128_do0.1_a0.015,mlp_4x_128x128x128x128_do0.3_a0.045,1,0.07832295007705689
mlp_2x_256x128_do0.1_a0.015,mlp_4x_128x128x128x128_do0.3_a0.045,2,0.07194572036266327
mlp_2x_256x128_do0.1_a0.015,mlp_4x_128x128x128x128_do0.3_a0.045,3,0.06956538800001144
mlp_2x_256x128_do0.1_a0.015,mlp_4x_128x128x128x128_do0.3_a0.045,4,0.07470066776275634
mlp_2x_256x128_do0.1_a0.015,mlp_4x_128x128x128x128_do0.3_a0.045,5,0.07240485916137696
mlp_2x_256x128_do0.1_a0.045,mlp_2x_256x128_do0.1_a0.015,1,0.07146181856393814
mlp_2x_256x128_do0.1_a0.045,mlp_2x_256x128_do0.1_a0.015,2,0.07022685309648513
mlp_2x_256x128_do0.1_a0.045,mlp_2x_256x128_do0.1_a0.015,3,0.07191464759111404
mlp_2x_256x128_do0.1_a0.045,mlp_2x_256x128_do0.1_a0.015,4,0.07187792983055115
mlp_2x_256x128_do0.1_a0.045,mlp_2x_256x128_do0.1_a0.015,5,0.07498175120353699
mlp_2x_256x128_do0.1_a0.045,mlp_2x_256x128_do0.1_a0.045,1,0.07127165186405182
mlp_2x_256x128_do0.1_a0.045,mlp_2x_256x128_do0.1_a0.045,2,0.07065345627069473
mlp_2x_256x128_do0.1_a0.045,mlp_2x_256x128_do0.1_a0.045,3,0.07143133409023285
mlp_2x_256x128_do0.1_a0.045,mlp_2x_256x128_do0.1_a0.045,4,0.07282719612121583
mlp_2x_256x128_do0.1_a0.045,mlp_2x_256x128_do0.1_a0.045,5,0.07577980625629425
mlp_2x_256x128_do0.1_a0.045,mlp_2x_256x128_do0.3_a0.015,1,0.07112678105831147
mlp_2x_256x128_do0.1_a0.045,mlp_2x_256x128_do0.3_a0.015,2,0.06926247841119766
mlp_2x_256x128_do0.1_a0.045,mlp_2x_256x128_do0.3_a0.015,3,0.07143249092102051
mlp_2x_256x128_do0.1_a0.045,mlp_2x_256x128_do0.3_a0.015,4,0.07259662516117096
mlp_2x_256x128_do0.1_a0.045,mlp_2x_256x128_do0.3_a0.015,5,0.07318464441299438
mlp_2x_256x128_do0.1_a0.045,mlp_2x_256x128_do0.3_a0.045,1,0.071790946829319
mlp_2x_256x128_do0.1_a0.045,mlp_2x_256x128_do0.3_a0.045,2,0.06980484503507614
mlp_2x_256x128_do0.1_a0.045,mlp_2x_256x128_do0.3_a0.045,3,0.07333662314414978
mlp_2x_256x128_do0.1_a0.045,mlp_2x_256x128_do0.3_a0.045,4,0.07213337264060975
mlp_2x_256x128_do0.1_a0.045,mlp_2x_256x128_do0.3_a0.045,5,0.07355242738723755
mlp_2x_256x128_do0.1_a0.045,mlp_2x_192x192_do0.1_a0.015,1,0.07112678105831147
mlp_2x_256x128_do0.1_a0.045,mlp_2x_192x192_do0.1_a0.015,2,0.06926247841119766
mlp_2x_256x128_do0.1_a0.045,mlp_2x_192x192_do0.1_a0.015,3,0.07143249092102051
mlp_2x_256x128_do0.1_a0.045,mlp_2x_192x192_do0.1_a0.015,4,0.07259662516117096
mlp_2x_256x128_do0.1_a0.045,mlp_2x_192x192_do0.1_a0.015,5,0.07318464441299438
mlp_2x_256x128_do0.1_a0.045,mlp_2x_192x192_do0.1_a0.045,1,0.07204634191989899
mlp_2x_256x128_do0.1_a0.045,mlp_2x_192x192_do0.1_a0.045,2,0.07132582656145096
mlp_2x_256x128_do0.1_a0.045,mlp_2x_192x192_do0.1_a0.045,3,0.0733112921833992
mlp_2x_256x128_do0.1_a0.045,mlp_2x_192x192_do0.1_a0.045,4,0.07273309588432313
mlp_2x_256x128_do0.1_a0.045,mlp_2x_192x192_do0.1_a0.045,5,0.07495856544971466
mlp_2x_256x128_do0.1_a0.045,mlp_2x_192x192_do0.3_a0.015,1,0.07204634191989899
mlp_2x_256x128_do0.1_a0.045,mlp_2x_192x192_do0.3_a0.015,2,0.07132582656145096
mlp_2x_256x128_do0.1_a0.045,mlp_2x_192x192_do0.3_a0.015,3,0.0733112921833992
mlp_2x_256x128_do0.1_a0.045,mlp_2x_192x192_do0.3_a0.015,4,0.07273309588432313
mlp_2x_256x128_do0.1_a0.045,mlp_2x_192x192_do0.3_a0.015,5,0.07495856544971466
mlp_2x_256x128_do0.1_a0.045,mlp_2x_192x192_do0.3_a0.045,1,0.07204634191989899
mlp_2x_256x128_do0.1_a0.045,mlp_2x_192x192_do0.3_a0.045,2,0.07132582656145096
mlp_2x_256x128_do0.1_a0.045,mlp_2x_192x192_do0.3_a0.045,3,0.0733112921833992
mlp_2x_256x128_do0.1_a0.045,mlp_2x_192x192_do0.3_a0.045,4,0.07273309588432313
mlp_2x_256x128_do0.1_a0.045,mlp_2x_192x192_do0.3_a0.045,5,0.07495856544971466
mlp_2x_256x128_do0.1_a0.045,mlp_3x_192x192x128_do0.1_a0.015,1,0.07179442561864853
mlp_2x_256x128_do0.1_a0.045,mlp_3x_192x192x128_do0.1_a0.015,2,0.07045275377035141
mlp_2x_256x128_do0.1_a0.045,mlp_3x_192x192x128_do0.1_a0.015,3,0.07342859048843384
mlp_2x_256x128_do0.1_a0.045,mlp_3x_192x192x128_do0.1_a0.015,4,0.0723178147315979
mlp_2x_256x128_do0.1_a0.045,mlp_3x_192x192x128_do0.1_a0.015,5,0.07352969267368317
mlp_2x_256x128_do0.1_a0.045,mlp_3x_192x192x128_do0.1_a0.045,1,0.07146181856393814
mlp_2x_256x128_do0.1_a0.045,mlp_3x_192x192x128_do0.1_a0.045,2,0.07022685309648513
mlp_2x_256x128_do0.1_a0.045,mlp_3x_192x192x128_do0.1_a0.045,3,0.07191464759111404
mlp_2x_256x128_do0.1_a0.045,mlp_3x_192x192x128_do0.1_a0.045,4,0.07187792983055115
mlp_2x_256x128_do0.1_a0.045,mlp_3x_192x192x128_do0.1_a0.045,5,0.07498175120353699
mlp_2x_256x128_do0.1_a0.045,mlp_3x_192x192x128_do0.3_a0.015,1,0.07472495124340058
mlp_2x_256x128_do0.1_a0.045,mlp_3x_192x192x128_do0.3_a0.015,2,0.07189962203502655
mlp_2x_256x128_do0.1_a0.045,mlp_3x_192x192x128_do0.3_a0.015,3,0.07555470242500305
mlp_2x_256x128_do0.1_a0.045,mlp_3x_192x192x128_do0.3_a0.015,4,0.0774129900932312
mlp_2x_256x128_do0.1_a0.045,mlp_3x_192x192x128_do0.3_a0.015,5,0.07635649017095565
mlp_2x_256x128_do0.1_a0.045,mlp_3x_192x192x128_do0.3_a0.045,1,0.07480111110210419
mlp_2x_256x128_do0.1_a0.045,mlp_3x_192x192x128_do0.3_a0.045,2,0.07075499703884125
mlp_2x_256x128_do0.1_a0.045,mlp_3x_192x192x128_do0.3_a0.045,3,0.07417679824829101
mlp_2x_256x128_do0.1_a0.045,mlp_3x_192x192x128_do0.3_a0.045,4,0.07439819337129593
mlp_2x_256x128_do0.1_a0.045,mlp_3x_192x192x128_do0.3_a0.045,5,0.07269812780618667
mlp_2x_256x128_do0.1_a0.045,mlp_4x_128x128x128x128_do0.1_a0.015,1,0.07480111110210419
mlp_2x_256x128_do0.1_a0.045,mlp_4x_128x128x128x128_do0.1_a0.015,2,0.07075499703884125
mlp_2x_256x128_do0.1_a0.045,mlp_4x_128x128x128x128_do0.1_a0.015,3,0.07417679824829101
mlp_2x_256x128_do0.1_a0.045,mlp_4x_128x128x128x128_do0.1_a0.015,4,0.07439819337129593
mlp_2x_256x128_do0.1_a0.045,mlp_4x_128x128x128x128_do0.1_a0.015,5,0.07269812780618667
mlp_2x_256x128_do0.1_a0.045,mlp_4x_128x128x128x128_do0.1_a0.045,1,0.07234300372600555
mlp_2x_256x128_do0.1_a0.045,mlp_4x_128x128x128x128_do0.1_a0.045,2,0.0730654217004776
mlp_2x_256x128_do0.1_a0.045,mlp_4x_128x128x128x128_do0.1_a0.045,3,0.07653537383079528
mlp_2x_256x128_do0.1_a0.045,mlp_4x_128x128x128x128_do0.1_a0.045,4,0.07569043402671814
mlp_2x_256x128_do0.1_a0.045,mlp_4x_128x128x128x128_do0.1_a0.045,5,0.07621461918354035
mlp_2x_256x128_do0.1_a0.045,mlp_4x_128x128x128x128_do0.3_a0.015,1,0.07480111110210419
mlp_2x_256x128_do0.1_a0.045,mlp_4x_128x128x128x128_do0.3_a0.015,2,0.07075499703884125
mlp_2x_256x128_do0.1_a0.045,mlp_4x_128x128x128x128_do0.3_a0.015,3,0.07417679824829101
mlp_2x_256x128_do0.1_a0.045,mlp_4x_128x128x128x128_do0.3_a0.015,4,0.07439819337129593
mlp_2x_256x128_do0.1_a0.045,mlp_4x_128x128x128x128_do0.3_a0.015,5,0.07269812780618667
mlp_2x_256x128_do0.1_a0.045,mlp_4x_128x128x128x128_do0.3_a0.045,1,0.07243519673347473
mlp_2x_256x128_do0.1_a0.045,mlp_4x_128x128x128x128_do0.3_a0.045,2,0.07474511207342148
mlp_2x_256x128_do0.1_a0.045,mlp_4x_128x128x128x128_do0.3_a0.045,3,0.07362051486968994
mlp_2x_256x128_do0.1_a0.045,mlp_4x_128x128x128x128_do0.3_a0.045,4,0.07426219220161438
mlp_2x_256x128_do0.1_a0.045,mlp_4x_128x128x128x128_do0.3_a0.045,5,0.07133942856788636
mlp_2x_256x128_do0.3_a0.015,mlp_2x_256x128_do0.1_a0.015,1,0.06789958964586258
mlp_2x_256x128_do0.3_a0.015,mlp_2x_256x128_do0.1_a0.015,2,0.06614957103729248
mlp_2x_256x128_do0.3_a0.015,mlp_2x_256x128_do0.1_a0.015,3,0.06999474334716797
mlp_2x_256x128_do0.3_a0.015,mlp_2x_256x128_do0.1_a0.015,4,0.06834936046600341
mlp_2x_256x128_do0.3_a0.015,mlp_2x_256x128_do0.1_a0.015,5,0.06802383036613464
mlp_2x_256x128_do0.3_a0.015,mlp_2x_256x128_do0.1_a0.045,1,0.06662595052719117
mlp_2x_256x128_do0.3_a0.015,mlp_2x_256x128_do0.1_a0.045,2,0.06562406122684479
mlp_2x_256x128_do0.3_a0.015,mlp_2x_256x128_do0.1_a0.045,3,0.06956834101676941
mlp_2x_256x128_do0.3_a0.015,mlp_2x_256x128_do0.1_a0.045,4,0.06847848628759384
mlp_2x_256x128_do0.3_a0.015,mlp_2x_256x128_do0.1_a0.045,5,0.06788277316093445
mlp_2x_256x128_do0.3_a0.015,mlp_2x_256x128_do0.3_a0.015,1,0.06698450810909272
mlp_2x_256x128_do0.3_a0.015,mlp_2x_256x128_do0.3_a0.015,2,0.0648853001832962
mlp_2x_256x128_do0.3_a0.015,mlp_2x_256x128_do0.3_a0.015,3,0.06737689841985703
mlp_2x_256x128_do0.3_a0.015,mlp_2x_256x128_do0.3_a0.015,4,0.06670363743305206
mlp_2x_256x128_do0.3_a0.015,mlp_2x_256x128_do0.3_a0.015,5,0.06747835483551025
mlp_2x_256x128_do0.3_a0.015,mlp_2x_256x128_do0.3_a0.045,1,0.06719932407140732
mlp_2x_256x128_do0.3_a0.015,mlp_2x_256x128_do0.3_a0.045,2,0.06558297688961029
mlp_2x_256x128_do0.3_a0.015,mlp_2x_256x128_do0.3_a0.045,3,0.06875401010513306
mlp_2x_256x128_do0.3_a0.015,mlp_2x_256x128_do0.3_a0.045,4,0.06751999790668488
mlp_2x_256x128_do0.3_a0.015,mlp_2x_256x128_do0.3_a0.045,5,0.06836408249139786
mlp_2x_256x128_do0.3_a0.015,mlp_2x_192x192_do0.1_a0.015,1,0.06698450810909272
mlp_2x_256x128_do0.3_a0.015,mlp_2x_192x192_do0.1_a0.015,2,0.0648853001832962
mlp_2x_256x128_do0.3_a0.015,mlp_2x_192x192_do0.1_a0.015,3,0.06737689841985703
mlp_2x_256x128_do0.3_a0.015,mlp_2x_192x192_do0.1_a0.015,4,0.06670363743305206
mlp_2x_256x128_do0.3_a0.015,mlp_2x_192x192_do0.1_a0.015,5,0.06747835483551025
mlp_2x_256x128_do0.3_a0.015,mlp_2x_192x192_do0.1_a0.045,1,0.06537997443675996
mlp_2x_256x128_do0.3_a0.015,mlp_2x_192x192_do0.1_a0.045,2,0.06802170431613921
mlp_2x_256x128_do0.3_a0.015,mlp_2x_192x192_do0.1_a0.045,3,0.06625677962303161
mlp_2x_256x128_do0.3_a0.015,mlp_2x_192x192_do0.1_a0.045,4,0.06816809448003769
mlp_2x_256x128_do0.3_a0.015,mlp_2x_192x192_do0.1_a0.045,5,0.06798313803672791
mlp_2x_256x128_do0.3_a0.015,mlp_2x_192x192_do0.3_a0.015,1,0.06537997443675996
mlp_2x_256x128_do0.3_a0.015,mlp_2x_192x192_do0.3_a0.015,2,0.06802170431613921
mlp_2x_256x128_do0.3_a0.015,mlp_2x_192x192_do0.3_a0.015,3,0.06625677962303161
mlp_2x_256x128_do0.3_a0.015,mlp_2x_192x192_do0.3_a0.015,4,0.06816809448003769
mlp_2x_256x128_do0.3_a0.015,mlp_2x_192x192_do0.3_a0.015,5,0.06798313803672791
mlp_2x_256x128_do0.3_a0.015,mlp_2x_192x192_do0.3_a0.045,1,0.06537997443675996
mlp_2x_256x128_do0.3_a0.015,mlp_2x_192x192_do0.3_a0.045,2,0.06802170431613921
mlp_2x_256x128_do0.3_a0.015,mlp_2x_192x192_do0.3_a0.045,3,0.06625677962303161
mlp_2x_256x128_do0.3_a0.015,mlp_2x_192x192_do0.3_a0.045,4,0.06816809448003769
mlp_2x_256x128_do0.3_a0.015,mlp_2x_192x192_do0.3_a0.045,5,0.06798313803672791
mlp_2x_256x128_do0.3_a0.015,mlp_3x_192x192x128_do0.1_a0.015,1,0.06738257561922073
mlp_2x_256x128_do0.3_a0.015,mlp_3x_192x192x128_do0.1_a0.015,2,0.06623227442502976
mlp_2x_256x128_do0.3_a0.015,mlp_3x_192x192x128_do0.1_a0.015,3,0.06929851202964783
mlp_2x_256x128_do0.3_a0.015,mlp_3x_192x192x128_do0.1_a0.015,4,0.06779920892715455
mlp_2x_256x128_do0.3_a0.015,mlp_3x_192x192x128_do0.1_a0.015,5,0.06879846456050873
mlp_2x_256x128_do0.3_a0.015,mlp_3x_192x192x128_do0.1_a0.045,1,0.06789958964586258
mlp_2x_256x128_do0.3_a0.015,mlp_3x_192x192x128_do0.1_a0.045,2,0.06614957103729248
mlp_2x_256x128_do0.3_a0.015,mlp_3x_192x192x128_do0.1_a0.045,3,0.06999474334716797
mlp_2x_256x128_do0.3_a0.015,mlp_3x_192x192x128_do0.1_a0.045,4,0.06834936046600341
mlp_2x_256x128_do0.3_a0.015,mlp_3x_192x192x128_do0.1_a0.045,5,0.06802383036613464
mlp_2x_256x128_do0.3_a0.015,mlp_3x_192x192x128_do0.3_a0.015,1,0.07272262952327728
mlp_2x_256x128_do0.3_a0.015,mlp_3x_192x192x128_do0.3_a0.015,2,0.06948448157310486
mlp_2x_256x128_do0.3_a0.015,mlp_3x_192x192x128_do0.3_a0.015,3,0.07183873354196549
mlp_2x_256x128_do0.3_a0.015,mlp_3x_192x192x128_do0.3_a0.015,4,0.07065220954418182
mlp_2x_256x128_do0.3_a0.015,mlp_3x_192x192x128_do0.3_a0.015,5,0.06665283563137055
mlp_2x_256x128_do0.3_a0.015,mlp_3x_192x192x128_do0.3_a0.045,1,0.06802761030197144
mlp_2x_256x128_do0.3_a0.015,mlp_3x_192x192x128_do0.3_a0.045,2,0.07016211953163147
mlp_2x_256x128_do0.3_a0.015,mlp_3x_192x192x128_do0.3_a0.045,3,0.0700317864894867
mlp_2x_256x128_do0.3_a0.015,mlp_3x_192x192x128_do0.3_a0.045,4,0.06942557759284973
mlp_2x_256x128_do0.3_a0.015,mlp_3x_192x192x128_do0.3_a0.045,5,0.06945562343597413
mlp_2x_256x128_do0.3_a0.015,mlp_4x_128x128x128x128_do0.1_a0.015,1,0.06802761030197144
mlp_2x_256x128_do0.3_a0.015,mlp_4x_128x128x128x128_do0.1_a0.015,2,0.07016211953163147
mlp_2x_256x128_do0.3_a0.015,mlp_4x_128x128x128x128_do0.1_a0.015,3,0.0700317864894867
mlp_2x_256x128_do0.3_a0.015,mlp_4x_128x128x128x128_do0.1_a0.015,4,0.06942557759284973
mlp_2x_256x128_do0.3_a0.015,mlp_4x_128x128x128x128_do0.1_a0.015,5,0.06945562343597413
mlp_2x_256x128_do0.3_a0.015,mlp_4x_128x128x128x128_do0.1_a0.045,1,0.0724540650010109
mlp_2x_256x128_do0.3_a0.015,mlp_4x_128x128x128x128_do0.1_a0.045,2,0.07073367807865143
mlp_2x_256x128_do0.3_a0.015,mlp_4x_128x128x128x128_do0.1_a0.045,3,0.07168844347000122
mlp_2x_256x128_do0.3_a0.015,mlp_4x_128x128x128x128_do0.1_a0.045,4,0.06922875854969025
mlp_2x_256x128_do0.3_a0.015,mlp_4x_128x128x128x128_do0.1_a0.045,5,0.06850686912536622
mlp_2x_256x128_do0.3_a0.015,mlp_4x_128x128x128x128_do0.3_a0.015,1,0.06802761030197144
mlp_2x_256x128_do0.3_a0.015,mlp_4x_128x128x128x128_do0.3_a0.015,2,0.07016211953163147
mlp_2x_256x128_do0.3_a0.015,mlp_4x_128x128x128x128_do0.3_a0.015,3,0.0700317864894867
mlp_2x_256x128_do0.3_a0.015,mlp_4x_128x128x128x128_do0.3_a0.015,4,0.06942557759284973
mlp_2x_256x128_do0.3_a0.015,mlp_4x_128x128x128x128_do0.3_a0.015,5,0.06945562343597413
mlp_2x_256x128_do0.3_a0.015,mlp_4x_128x128x128x128_do0.3_a0.045,1,0.07014450550079346
mlp_2x_256x128_do0.3_a0.015,mlp_4x_128x128x128x128_do0.3_a0.045,2,0.06741586108207703
mlp_2x_256x128_do0.3_a0.015,mlp_4x_128x128x128x128_do0.3_a0.045,3,0.07522892699241639
mlp_2x_256x128_do0.3_a0.015,mlp_4x_128x128x128x128_do0.3_a0.045,4,0.06583046575784683
mlp_2x_256x128_do0.3_a0.015,mlp_4x_128x128x128x128_do0.3_a0.045,5,0.06689073011875153
mlp_2x_256x128_do0.3_a0.045,mlp_2x_256x128_do0.1_a0.015,1,0.06850184997320174
mlp_2x_256x128_do0.3_a0.045,mlp_2x_256x128_do0.1_a0.015,2,0.0664235514163971
mlp_2x_256x128_do0.3_a0.045,mlp_2x_256x128_do0.1_a0.015,3,0.07007300735712052
mlp_2x_256x128_do0.3_a0.045,mlp_2x_256x128_do0.1_a0.015,4,0.06882565101385117
mlp_2x_256x128_do0.3_a0.045,mlp_2x_256x128_do0.1_a0.015,5,0.06880587936639786
mlp_2x_256x128_do0.3_a0.045,mlp_2x_256x128_do0.1_a0.045,1,0.06768947587013245
mlp_2x_256x128_do0.3_a0.045,mlp_2x_256x128_do0.1_a0.045,2,0.0660934693813324
mlp_2x_256x128_do0.3_a0.045,mlp_2x_256x128_do0.1_a0.045,3,0.06999239367246628
mlp_2x_256x128_do0.3_a0.045,mlp_2x_256x128_do0.1_a0.045,4,0.06945684860944748
mlp_2x_256x128_do0.3_a0.045,mlp_2x_256x128_do0.1_a0.045,5,0.06940329958200454
mlp_2x_256x128_do0.3_a0.045,mlp_2x_256x128_do0.3_a0.015,1,0.06799729917049407
mlp_2x_256x128_do0.3_a0.045,mlp_2x_256x128_do0.3_a0.015,2,0.06590845423936843
mlp_2x_256x128_do0.3_a0.045,mlp_2x_256x128_do0.3_a0.015,3,0.06863421812057495
mlp_2x_256x128_do0.3_a0.045,mlp_2x_256x128_do0.3_a0.015,4,0.06760105564594268
mlp_2x_256x128_do0.3_a0.045,mlp_2x_256x128_do0.3_a0.015,5,0.06873254095315934
mlp_2x_256x128_do0.3_a0.045,mlp_2x_256x128_do0.3_a0.045,1,0.06789892970323563
