trial,best_val_loss,test_loss,best_epoch,terminating_epoch,lr,beta1,beta2,eps,weight_decay,dropout,leaky_relu_alpha
0,0.14224654965400696,0.13550177187919615,1000,1000,2.932248474919265e-05,0.9686407231712125,0.9763010844357638,5.823808382847424e-09,9.588272061157046e-05,0.2302506217464817,0.06864336754504867
1,0.14645204548835755,0.14936825025081635,20,40,0.00552696517747045,0.8631403421483929,0.9028319129045485,3.215846508121116e-07,5.383544058313562e-05,0.38351724040439156,0.010189544801599962
2,0.09070520352125168,0.08969583382606507,144,160,0.0003537246121192219,0.9510156045277095,0.9228533459049182,6.851916891429522e-07,0.004033757913744142,0.024989091686441235,0.012290127489411473
3,0.09320977048873902,0.09813997027873993,85,104,0.0007630567117809475,0.9814808827889915,0.9380823033450525,4.464760747710369e-09,4.880522309513963e-05,0.024229985911685292,0.029952249964573158
4,0.10646503607034684,0.1008240894794464,184,200,0.0003331104514678443,0.919413713793459,0.9232851365807315,4.92719357335566e-09,7.50108608066958e-06,0.23520569821148946,0.036080345313143705
5,0.5867900265693664,0.5701818001747131,1000,1000,1.187742538808883e-05,0.9672609165927601,0.9555897868329781,8.45051328417008e-08,5.541470984448847e-06,0.4963462719662719,0.08739518759157609
6,0.1505697756767273,0.14167605929374694,1000,1000,2.6323828258675697e-05,0.8965773259504181,0.9720762923175685,1.360113994190613e-07,0.0055688093149488796,0.21683242998109345,0.08470321239468943
7,0.10949496279954911,0.10726581516265869,50,70,0.002141577188100154,0.8924715915306084,0.9586993025537416,4.4405524332123933e-07,0.0024254351864780193,0.2575890720840042,0.06301020321842965
8,0.283294615983963,0.2735925335407257,1000,1000,1.3184100285754039e-05,0.8839835962960294,0.9796606843306749,1.7496130038657454e-08,4.920730796826684e-06,0.27891139308019497,0.07327366858590684
9,0.11313332471847534,0.11554243488311768,45,65,0.0022144660028235166,0.9024584228702296,0.9438522668414518,3.351810558925638e-08,0.0012994825739790947,0.2652598246304411,0.045392958546780354
10,0.11267810097932815,0.11072890710830688,132,148,0.000504340388093819,0.8541404949553669,0.9043443803066171,1.2886834936555854e-07,0.0085654635093165,0.3006600278862282,0.045423971774012264
11,0.17653640668392181,0.17724886422157288,1000,1000,3.911333188790149e-05,0.9203133981806876,0.9981094560900996,2.04912956543823e-07,0.00014403558266329008,0.4315419916710693,0.030895851525671314
12,0.10673665713071823,0.10120091912746429,164,180,0.0006115702771227282,0.9833454343575577,0.9577217012993402,2.3844882995350608e-08,1.1943123129824686e-05,0.278518191638462,0.09614046533142043
13,0.5009661717414856,0.4857283479690552,1000,1000,1.0467701636913324e-05,0.9597117325661546,0.9819665426013556,4.5555282324213993e-07,0.0009162492820199408,0.406478551427515,0.05668104551707019
14,0.09873132160902023,0.09473992466926574,70,90,0.0008951779232108928,0.9096526951563411,0.905606717422322,4.07408856319116e-07,0.00019054490275683677,0.1079213158868001,0.055424842068597706
15,0.11139163078069687,0.11096047596931458,164,180,0.0004854487807730687,0.8999505950362938,0.9345731841099136,4.125118104967298e-08,0.00031185866195053197,0.31010170774353557,0.0512332120089752
16,0.409069775390625,0.39651353244781495,1000,1000,1.2510435027672047e-05,0.8821447043787833,0.9177034047679644,5.6673836422319116e-08,0.0027799401335167496,0.40123508088293874,0.08173878063719467
17,0.09165123600959778,0.09666120641231536,20,40,0.006900042001003686,0.8857411656122228,0.9840903087441822,1.045539816355733e-07,2.152467244412848e-06,0.018178408756624204,0.011310397743233109
18,0.09181600654125213,0.09171344034671783,15,35,0.004239033376177858,0.8849382915914792,0.9109379138667065,7.48869688782607e-08,2.3861154698039014e-05,0.04406253548011519,0.02436629722244628
19,0.10202427496910095,0.10024210906028748,104,120,0.0006819705095274921,0.87354029247114,0.9272641522381861,1.3638599660933263e-07,6.588802962111528e-05,0.1677808655297897,0.05263939127532511
20,0.5116768260955811,0.49577798471450807,1000,1000,1.208315348862606e-05,0.9041179946666058,0.9420497760529867,3.6653707874295877e-09,2.7229945353878553e-06,0.4509110651744499,0.05591043828358088
