trial,best_val_loss,test_loss,best_epoch,terminating_epoch,lr,beta1,beta2,eps,weight_decay,dropout,leaky_relu_alpha
0,0.09459200433492661,0.0859242407798767,1000,1000,2.932248474919265e-05,0.9686407231712125,0.9763010844357638,5.823808382847424e-09,9.588272061157046e-05,0.2302506217464817,0.06864336754504867
1,0.093721357858181,0.08801542484760284,25,45,0.00552696517747045,0.8631403421483929,0.9028319129045485,3.215846508121116e-07,5.383544058313562e-05,0.38351724040439156,0.010189544801599962
2,0.08433181186914444,0.08025701597929001,112,128,0.0003537246121192219,0.9510156045277095,0.9228533459049182,6.851916891429522e-07,0.004033757913744142,0.024989091686441235,0.012290127489411473
3,0.0834996616601944,0.08739407260417938,70,90,0.0007630567117809475,0.9814808827889915,0.9380823033450525,4.464760747710369e-09,4.880522309513963e-05,0.024229985911685292,0.029952249964573158
4,0.08488246470689774,0.07865724657773972,132,148,0.0003331104514678443,0.919413713793459,0.9232851365807315,4.92719357335566e-09,7.50108608066958e-06,0.23520569821148946,0.036080345313143705
5,0.24006190371513367,0.23259658341407777,1000,1000,1.187742538808883e-05,0.9672609165927601,0.9555897868329781,8.45051328417008e-08,5.541470984448847e-06,0.4963462719662719,0.08739518759157609
6,0.09838388366699219,0.08759090237617492,1000,1000,2.6323828258675697e-05,0.8965773259504181,0.9720762923175685,1.360113994190613e-07,0.0055688093149488796,0.21683242998109345,0.08470321239468943
7,0.0871590359210968,0.08480554850101471,30,50,0.002141577188100154,0.8924715915306084,0.9586993025537416,4.4405524332123933e-07,0.0024254351864780193,0.2575890720840042,0.06301020321842965
8,0.16453321554660796,0.1556992416381836,1000,1000,1.3184100285754039e-05,0.8839835962960294,0.9796606843306749,1.7496130038657454e-08,4.920730796826684e-06,0.27891139308019497,0.07327366858590684
9,0.08825137805938721,0.09171965280771255,50,70,0.0022144660028235166,0.9024584228702296,0.9438522668414518,3.351810558925638e-08,0.0012994825739790947,0.2652598246304411,0.045392958546780354
10,0.08644907220602036,0.08184881836175918,116,132,0.000504340388093819,0.8541404949553669,0.9043443803066171,1.2886834936555854e-07,0.0085654635093165,0.3006600278862282,0.045423971774012264
11,0.10551750214099884,0.09695060825347901,1000,1000,3.911333188790149e-05,0.9203133981806876,0.9981094560900996,2.04912956543823e-07,0.00014403558266329008,0.4315419916710693,0.030895851525671314
12,0.08595778537988663,0.08128844590187073,112,128,0.0006115702771227282,0.9833454343575577,0.9577217012993402,2.3844882995350608e-08,1.1943123129824686e-05,0.278518191638462,0.09614046533142043
