epoch,training_loss,validation_loss
1,2.216734664764404,nan
2,1.8787184987640382,nan
3,1.394479030265808,nan
4,0.9670646800041198,nan
5,0.7047662773323059,0.541155952167511
6,0.5729963608932495,nan
7,0.4974496556949615,nan
8,0.4471579164600372,nan
9,0.4044999376010895,nan
10,0.37959372326850893,0.317903382730484
11,0.355733582572937,nan
12,0.3373548558235168,nan
13,0.31772009506225585,nan
14,0.3064835970497131,nan
15,0.29159801443099975,0.25329357874393466
16,0.279705614528656,nan
17,0.2697029409313202,nan
18,0.2576595345211029,nan
19,0.24732700734615326,nan
20,0.23714109185695648,0.21006633367538452
21,0.22707645567417145,nan
22,0.2179733945798874,nan
23,0.2076662933731079,nan
24,0.20198530620098115,nan
25,0.19474355066776275,0.1761713416814804
26,0.1872482342338562,nan
27,0.1787437350654602,nan
28,0.17352158262252806,nan
29,0.1678955537080765,nan
30,0.1616694538450241,0.15138869273662567
31,0.15422708373069763,nan
32,0.14884388184070588,nan
33,0.1448753674888611,nan
34,0.14092586990356445,nan
35,0.1363462744998932,0.13354167084693908
36,0.13318644214630126,nan
37,0.12979098935365677,nan
38,0.1243384186387062,nan
39,0.11880856030941009,nan
40,0.11640547296285629,0.11946136502027511
41,0.11341276666879654,nan
42,0.10976835754871368,nan
43,0.10588787968158722,nan
44,0.10386059140443801,nan
45,0.1020862085199356,0.10845050023794174
46,0.09649147253274917,nan
47,0.09561155489206315,nan
48,0.09258727050065994,nan
49,0.09127770139932632,nan
50,0.08615150000333786,0.09970735226869583
51,0.08417434473991393,nan
52,0.08370585859537125,nan
53,0.08105021026611328,nan
54,0.07905706873655319,nan
55,0.07750907984018326,0.09328733187913894
56,0.07649687209248543,nan
57,0.07365257687330246,nan
58,0.07057301722764969,nan
59,0.0698108244228363,nan
60,0.06739025485038758,0.08700567461252212
61,0.06693571264147759,nan
62,0.06598704810023308,nan
63,0.06349223191857338,nan
64,0.06243437408685684,nan
65,0.060730198612213133,0.08326549632549286
66,0.05747998043894768,nan
67,0.057658026444911956,nan
68,0.05670108488440514,nan
69,0.0553754556453228,nan
70,0.05351995920419693,0.07911161082983018
71,0.051327565741539,nan
72,0.0523404733979702,nan
73,0.050064964275360106,nan
74,0.04924717919230461,nan
75,0.048413159037828446,0.07692419936656952
76,0.045694132056236264,nan
77,0.04633392411947251,nan
78,0.04367865678787231,nan
79,0.04392034746527672,nan
80,0.04326384442567825,0.07437800434827804
81,0.04263153645515442,nan
82,0.04144004480957985,nan
83,0.04015392786860466,nan
84,0.0395642509663105,nan
85,0.038541979911327365,0.07327988922595978
86,0.038381073837280275,nan
87,0.03650690420627594,nan
88,0.03638308558762073,nan
89,0.03514487681567669,nan
90,0.03405177137136459,0.07172507336139679
91,0.0339873047965765,nan
92,0.03330435853600502,nan
93,0.032249750202298165,nan
94,0.03209478112518788,nan
95,0.030835329283475876,0.07043917551040649
96,0.03068091483592987,nan
97,0.029265764384269713,nan
98,0.030055557638406755,nan
99,0.02908051243662834,nan
100,0.027717812346220016,0.06987445433139801
101,0.02729453413903713,nan
102,0.026441796043515205,nan
103,0.025466125766038895,nan
104,0.02555915607213974,0.07010391792058945
105,0.025005393231511117,nan
106,0.025194193838834762,nan
107,0.024514754881262778,nan
108,0.024415403478145598,0.06872489197254181
109,0.02350792839169502,nan
110,0.023822589066028594,nan
111,0.022976001480221747,nan
112,0.021129716400504112,0.07056143751144409
113,0.022540061026811598,nan
114,0.02118464677333832,nan
115,0.020613966277837754,nan
116,0.020118810228705406,0.07108261778354645
117,0.020745405182242393,nan
118,0.020956236052513122,nan
119,0.01850345826089382,nan
120,0.01906983491063118,0.0700591008424759
