target_arch,source_arch,seed,test_loss
mlp_3x_188x192x112,mlp_3x_160x264x140,3,0.07695410957336425
mlp_3x_188x192x112,mlp_3x_160x264x140,4,0.0761988006234169
mlp_3x_188x192x112,mlp_3x_160x264x140,5,0.07657339186668397
mlp_3x_188x192x112,mlp_3x_160x204x224,1,0.08300351126194
mlp_3x_188x192x112,mlp_3x_160x204x224,2,0.07435147650241852
mlp_3x_188x192x112,mlp_3x_160x204x224,3,0.08212359652519226
mlp_3x_188x192x112,mlp_3x_160x204x224,4,0.081448548579216
mlp_3x_188x192x112,mlp_3x_160x204x224,5,0.08056879794597625
mlp_3x_188x192x112,mlp_3x_120x204x408,1,0.08955231139659882
mlp_3x_188x192x112,mlp_3x_120x204x408,2,0.08000926685333253
mlp_3x_188x192x112,mlp_3x_120x204x408,3,0.07690575740337371
mlp_3x_188x192x112,mlp_3x_120x204x408,4,0.0827333592414856
mlp_3x_188x192x112,mlp_3x_120x204x408,5,0.08057866129875182
mlp_3x_160x264x140,mlp_3x_252x32x16,1,0.08945612001419068
mlp_3x_160x264x140,mlp_3x_252x32x16,2,0.08582238688468934
mlp_3x_160x264x140,mlp_3x_252x32x16,3,0.0912102910041809
mlp_3x_160x264x140,mlp_3x_252x32x16,4,0.08644410727024078
mlp_3x_160x264x140,mlp_3x_252x32x16,5,0.08208128647804261
mlp_3x_160x264x140,mlp_3x_248x32x92,1,0.08144901089668274
mlp_3x_160x264x140,mlp_3x_248x32x92,2,0.07996537026166915
mlp_3x_160x264x140,mlp_3x_248x32x92,3,0.080231636095047
mlp_3x_160x264x140,mlp_3x_248x32x92,4,0.08322162003517151
mlp_3x_160x264x140,mlp_3x_248x32x92,5,0.08334479712247848
mlp_3x_160x264x140,mlp_3x_244x48x56,1,0.08144901089668274
mlp_3x_160x264x140,mlp_3x_244x48x56,2,0.07996537026166915
mlp_3x_160x264x140,mlp_3x_244x48x56,3,0.080231636095047
mlp_3x_160x264x140,mlp_3x_244x48x56,4,0.08322162003517151
mlp_3x_160x264x140,mlp_3x_244x48x56,5,0.08334479712247848
mlp_3x_160x264x140,mlp_3x_216x120x84,1,0.08224860801696778
mlp_3x_160x264x140,mlp_3x_216x120x84,2,0.07734110190868378
mlp_3x_160x264x140,mlp_3x_216x120x84,3,0.08462516326904297
mlp_3x_160x264x140,mlp_3x_216x120x84,4,0.077923814702034
mlp_3x_160x264x140,mlp_3x_216x120x84,5,0.08310838284492493
mlp_3x_160x264x140,mlp_3x_188x192x112,1,0.08224860801696778
mlp_3x_160x264x140,mlp_3x_188x192x112,2,0.07734110190868378
mlp_3x_160x264x140,mlp_3x_188x192x112,3,0.08462516326904297
mlp_3x_160x264x140,mlp_3x_188x192x112,4,0.077923814702034
mlp_3x_160x264x140,mlp_3x_188x192x112,5,0.08310838284492493
mlp_3x_160x264x140,mlp_3x_160x264x140,1,0.08253548237085342
mlp_3x_160x264x140,mlp_3x_160x264x140,2,0.0782512417793274
mlp_3x_160x264x140,mlp_3x_160x264x140,3,0.08298925683498383
mlp_3x_160x264x140,mlp_3x_160x264x140,4,0.07564389116764068
mlp_3x_160x264x140,mlp_3x_160x264x140,5,0.08100151305198669
mlp_3x_160x264x140,mlp_3x_160x204x224,1,0.08159032425880432
mlp_3x_160x264x140,mlp_3x_160x204x224,2,0.07604579529762268
mlp_3x_160x264x140,mlp_3x_160x204x224,3,0.0884776525259018
mlp_3x_160x264x140,mlp_3x_160x204x224,4,0.0854183999300003
mlp_3x_160x264x140,mlp_3x_160x204x224,5,0.08194556617736816
mlp_3x_160x264x140,mlp_3x_120x204x408,1,0.08142839078903198
mlp_3x_160x264x140,mlp_3x_120x204x408,2,0.08581496319770814
mlp_3x_160x264x140,mlp_3x_120x204x408,3,0.07914490633010864
mlp_3x_160x264x140,mlp_3x_120x204x408,4,0.07510587882995605
mlp_3x_160x264x140,mlp_3x_120x204x408,5,0.08384351556301117
mlp_3x_160x204x224,mlp_3x_252x32x16,1,0.08130118656158447
mlp_3x_160x204x224,mlp_3x_252x32x16,2,0.08294457046985626
mlp_3x_160x204x224,mlp_3x_252x32x16,3,0.08453888883590699
mlp_3x_160x204x224,mlp_3x_252x32x16,4,0.08507490899562836
mlp_3x_160x204x224,mlp_3x_252x32x16,5,0.08861621923446655
mlp_3x_160x204x224,mlp_3x_248x32x92,1,0.07952768323421479
mlp_3x_160x204x224,mlp_3x_248x32x92,2,0.08693408205509186
mlp_3x_160x204x224,mlp_3x_248x32x92,3,0.0799965496301651
