trial,best_val_loss,best_epoch,terminating_epoch,lr,beta1,beta2,eps,weight_decay
0,0.07076344426870346,1000,1000,2.932248474919265e-05,0.9686407231712125,0.9763010844357638,5.823808382847424e-09,9.588272061157046e-05
1,0.06872489197254181,108,120,0.00036554002329984174,0.9412230161811868,0.9787934627784378,1.9124001114030232e-09,1.2983443910253406e-06
