target_arch,source_arch,mean_regret,var_regret,min_regret,max_regret
mlp_2x_192x192_do0.25_a0.045,mlp_2x_192x192_do0.15_a0.045,-0.00076132912158966,8.184118082585123e-07,-0.0015696807026863019,0.0008456226110458293
mlp_2x_192x192_do0.25_a0.045,mlp_2x_192x192_do0.25_a0.015,0.00032470929861068973,1.2935290244890853e-06,-0.0011168829321861196,0.0018634272933006346
mlp_2x_192x192_do0.25_a0.045,mlp_2x_192x192_do0.25_a0.045,0.0,0.0,0.0,0.0
mlp_2x_192x192_do0.25_a0.045,mlp_3x_192x192x128_do0.15_a0.015,0.00024762974023819216,1.7576794504794714e-06,-0.0009802332758903493,0.0019290742158889762
mlp_2x_192x192_do0.25_a0.045,mlp_3x_192x192x128_do0.15_a0.045,0.00024762974023819216,1.7576794504794714e-06,-0.0009802332758903493,0.0019290742158889762
mlp_2x_192x192_do0.25_a0.045,mlp_3x_192x192x128_do0.25_a0.015,0.0024223907685279877,4.495579968324445e-06,-0.0002637923598289432,0.0047500748038292046
mlp_2x_192x192_do0.25_a0.045,mlp_3x_192x192x128_do0.25_a0.045,0.0024223907685279877,4.495579968324445e-06,-0.0002637923598289432,0.0047500748038292046
mlp_3x_192x192x128_do0.15_a0.015,mlp_2x_256x128_do0.15_a0.015,0.0,0.0,0.0,0.0
mlp_3x_192x192x128_do0.15_a0.015,mlp_2x_256x128_do0.15_a0.045,-0.001023212695121764,6.028161591283548e-07,-0.0018780355334281906,0.00021661891937255207
mlp_3x_192x192x128_do0.15_a0.015,mlp_2x_256x128_do0.25_a0.015,-0.0016519440841674781,7.306891391415709e-07,-0.0026716020345687874,-0.0002901430845260594
mlp_3x_192x192x128_do0.15_a0.015,mlp_2x_256x128_do0.25_a0.045,-0.001023212695121764,6.028161591283548e-07,-0.0018780355334281906,0.00021661891937255207
mlp_3x_192x192x128_do0.15_a0.015,mlp_2x_192x192_do0.15_a0.015,-0.0016519440841674781,7.306891391415709e-07,-0.0026716020345687874,-0.0002901430845260594
mlp_3x_192x192x128_do0.15_a0.015,mlp_2x_192x192_do0.15_a0.045,-0.0007177806568145733,1.9662721185884228e-06,-0.002789888834953305,0.0010642146944999653
mlp_3x_192x192x128_do0.15_a0.015,mlp_2x_192x192_do0.25_a0.015,-0.0014055666422843893,4.102830553007975e-06,-0.003444699335098264,0.0021480553627014204
mlp_3x_192x192x128_do0.15_a0.015,mlp_2x_192x192_do0.25_a0.045,-4.9207127094269555e-05,1.5298523169938214e-06,-0.0015188534736633313,0.001631584024429325
mlp_3x_192x192x128_do0.15_a0.015,mlp_3x_192x192x128_do0.15_a0.015,0.0,0.0,0.0,0.0
mlp_3x_192x192x128_do0.15_a0.015,mlp_3x_192x192x128_do0.15_a0.045,0.0,0.0,0.0,0.0
mlp_3x_192x192x128_do0.15_a0.015,mlp_3x_192x192x128_do0.25_a0.015,0.004377571351528167,2.331743211919683e-05,-0.0006343076944351211,0.012403673100471496
mlp_3x_192x192x128_do0.15_a0.015,mlp_3x_192x192x128_do0.25_a0.045,0.004377571351528167,2.331743211919683e-05,-0.0006343076944351211,0.012403673100471496
mlp_3x_192x192x128_do0.15_a0.045,mlp_2x_256x128_do0.15_a0.015,0.0,0.0,0.0,0.0
mlp_3x_192x192x128_do0.15_a0.045,mlp_2x_256x128_do0.15_a0.045,-0.00048710674524307386,2.214852345891166e-06,-0.0025093298196792596,0.001488526070117957
mlp_3x_192x192x128_do0.15_a0.045,mlp_2x_256x128_do0.25_a0.015,-0.001073342471122743,1.7431910660890948e-06,-0.0031325928926467933,0.00016870574951172168
mlp_3x_192x192x128_do0.15_a0.045,mlp_2x_256x128_do0.25_a0.045,-0.00048710674524307386,2.214852345891166e-06,-0.0025093298196792596,0.001488526070117957
mlp_3x_192x192x128_do0.15_a0.045,mlp_2x_192x192_do0.15_a0.015,-0.001073342471122743,1.7431910660890948e-06,-0.0031325928926467933,0.00016870574951172168
mlp_3x_192x192x128_do0.15_a0.045,mlp_2x_192x192_do0.15_a0.045,-8.855603456497385e-05,6.692911314566122e-07,-0.0011086548089981052,0.0008893627405166527
mlp_3x_192x192x128_do0.15_a0.045,mlp_2x_192x192_do0.25_a0.015,-0.0012575414848327638,2.966201029757527e-06,-0.00370292830467224,0.0006958742141723734
mlp_3x_192x192x128_do0.15_a0.045,mlp_2x_192x192_do0.25_a0.045,-0.0001864671707153348,4.479430131501647e-07,-0.0007693465232849195,0.000800948023796072
mlp_3x_192x192x128_do0.15_a0.045,mlp_3x_192x192x128_do0.15_a0.015,0.0,0.0,0.0,0.0
mlp_3x_192x192x128_do0.15_a0.045,mlp_3x_192x192x128_do0.15_a0.045,0.0,0.0,0.0,0.0
mlp_3x_192x192x128_do0.15_a0.045,mlp_3x_192x192x128_do0.25_a0.015,0.004713797802925107,5.406648070994083e-06,0.0008024793863296437,0.007618136906623829
mlp_3x_192x192x128_do0.15_a0.045,mlp_3x_192x192x128_do0.25_a0.045,0.004713797802925107,5.406648070994083e-06,0.0008024793863296437,0.007618136906623829
mlp_3x_192x192x128_do0.25_a0.015,mlp_2x_256x128_do0.15_a0.015,-0.001403119034767153,1.743960987491938e-05,-0.005791286540031443,0.004723171758651737
mlp_3x_192x192x128_do0.25_a0.015,mlp_2x_256x128_do0.15_a0.045,-0.0015766177368164076,1.6853987078805722e-05,-0.006233785510063178,0.005469987392425532
mlp_3x_192x192x128_do0.25_a0.015,mlp_2x_256x128_do0.25_a0.015,-0.0015654110741615296,2.4324554905349507e-05,-0.006760427498817445,0.005556542801856995
mlp_3x_192x192x128_do0.25_a0.015,mlp_2x_256x128_do0.25_a0.045,-0.0015766177368164076,1.6853987078805722e-05,-0.006233785510063178,0.005469987392425532
mlp_3x_192x192x128_do0.25_a0.015,mlp_2x_192x192_do0.15_a0.015,-0.0015654110741615296,2.4324554905349507e-05,-0.006760427498817445,0.005556542801856995
mlp_3x_192x192x128_do0.25_a0.015,mlp_2x_192x192_do0.15_a0.045,-0.0021627957868576046,1.170915907633509e-05,-0.0059431887865066535,0.00398299022912979
mlp_3x_192x192x128_do0.25_a0.015,mlp_2x_192x192_do0.25_a0.015,-0.0009750599789619452,1.6995614506759052e-05,-0.004548423242568961,0.007015234458446498
mlp_3x_192x192x128_do0.25_a0.015,mlp_2x_192x192_do0.25_a0.045,-0.0024232870674133294,1.1783063910324578e-05,-0.005752570319175726,0.0018260651230812136
mlp_3x_192x192x128_do0.25_a0.015,mlp_3x_192x192x128_do0.15_a0.015,-0.001403119034767153,1.743960987491938e-05,-0.005791286540031443,0.004723171758651737
mlp_3x_192x192x128_do0.25_a0.015,mlp_3x_192x192x128_do0.15_a0.045,-0.001403119034767153,1.743960987491938e-05,-0.005791286540031443,0.004723171758651737
mlp_3x_192x192x128_do0.25_a0.015,mlp_3x_192x192x128_do0.25_a0.015,0.0,0.0,0.0,0.0
mlp_3x_192x192x128_do0.25_a0.015,mlp_3x_192x192x128_do0.25_a0.045,0.0,0.0,0.0,0.0
mlp_3x_192x192x128_do0.25_a0.045,mlp_2x_256x128_do0.15_a0.015,0.0004390272545814533,8.146235863581172e-06,-0.0028971202135086166,0.005119502949714666
mlp_3x_192x192x128_do0.25_a0.045,mlp_2x_256x128_do0.15_a0.045,0.000544611814022064,5.60298459972643e-06,-0.002387203049659739,0.00335929713249207
mlp_3x_192x192x128_do0.25_a0.045,mlp_2x_256x128_do0.25_a0.015,-0.00045803312063217027,1.0748538063287391e-05,-0.0050548243761062706,0.0034274237871170093
mlp_3x_192x192x128_do0.25_a0.045,mlp_2x_256x128_do0.25_a0.045,0.000544611814022064,5.60298459972643e-06,-0.002387203049659739,0.00335929713249207
mlp_3x_192x192x128_do0.25_a0.045,mlp_2x_192x192_do0.15_a0.015,-0.00045803312063217027,1.0748538063287391e-05,-0.0050548243761062706,0.0034274237871170093
mlp_3x_192x192x128_do0.25_a0.045,mlp_2x_192x192_do0.15_a0.045,-0.0005108460307121282,2.5767442442084347e-06,-0.001987421035766601,0.0016738186955451984
mlp_3x_192x192x128_do0.25_a0.045,mlp_2x_192x192_do0.25_a0.015,-0.0005932761049270624,2.1498570619074335e-06,-0.001973179745674139,0.0017583750844001877
mlp_3x_192x192x128_do0.25_a0.045,mlp_2x_192x192_do0.25_a0.045,-0.00037851074695586796,4.329050658102188e-06,-0.003069898152351383,0.002920675647258772
mlp_3x_192x192x128_do0.25_a0.045,mlp_3x_192x192x128_do0.15_a0.015,0.0004390272545814533,8.146235863581172e-06,-0.0028971202135086166,0.005119502949714666
mlp_3x_192x192x128_do0.25_a0.045,mlp_3x_192x192x128_do0.15_a0.045,0.0004390272545814533,8.146235863581172e-06,-0.0028971202135086166,0.005119502949714666
mlp_3x_192x192x128_do0.25_a0.045,mlp_3x_192x192x128_do0.25_a0.015,0.0,0.0,0.0,0.0
mlp_3x_192x192x128_do0.25_a0.045,mlp_3x_192x192x128_do0.25_a0.045,0.0,0.0,0.0,0.0
